v_gene,d_gene,j_gene,cdr3_length,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,vd_insertion,dj_insertion,count
IGHV4-61*08,IGHD3-10*01,IGHJ4*02_F,45,212,0,0,11,6,0,3,0,1
IGHV4-30-4*06,IGHD1-1*01,IGHJ4*02_F,39,134,0,4,6,5,0,5,4,1
IGHV3-64*04,IGHD3-10*01,IGHJ2*01_F,57,221,0,10,6,1,0,9,1,5
IGHV3-h*02,IGHD3-9*01,IGHJ2*01_F,45,206,2,11,1,5,0,0,0,2
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,5,3,3,0,6,4,1
IGHV3-23*04,IGHD6-13*01,IGHJ5*02_F,57,221,0,1,0,1,0,2,5,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,1,8,0,0,7,0,9
IGHV3-53*01,IGHD3-10*01,IGHJ4*02_F,57,218,0,5,13,5,0,6,15,1
IGHV3-23*04,IGHD2-2*03,IGHJ4*02_F,57,221,0,4,3,2,0,1,6,1
IGHV3-30*15,IGHD3-10*01,IGHJ5*02_F,57,221,1,5,5,3,0,9,0,2
IGHV3-64*04,IGHD2-15*01,IGHJ6*02_F,57,221,0,18,2,7,0,2,8,1
IGHV3-23*04,IGHD5/OR15-5b*01,IGHJ4*02_F,57,221,0,8,2,8,0,3,21,1
IGHV3-23*04,IGHD1-26*01,IGHJ4*02_F,57,221,0,0,9,2,0,7,13,2
IGHV3-20*91,IGHD3-10*01,IGHJ6*02_F,66,230,0,10,5,4,0,4,7,13
IGHV3-64*04,IGHD2-2*03,IGHJ2*01_F,57,221,1,5,12,0,0,9,2,1
IGHV3-23*04,IGHD3-16*02,IGHJ3*02_F,45,209,0,15,13,1,0,0,7,1
IGHV3-30*13,IGHD6-13*01,IGHJ4*02_F,57,221,0,0,0,6,0,10,4,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,0,9,4,0,6,5,1
IGHV3-48*01,IGHD3-22*01,IGHJ1*01_F,57,221,5,3,3,0,0,2,3,1
IGHV3-64*04,IGHD3-16*01,IGHJ4*02_F,57,221,0,0,7,6,0,3,2,9
IGHV3-23*04,IGHD3-16*02,IGHJ5*02_F,57,221,0,7,22,0,0,8,10,1
IGHV3-NL1*01,IGHD4-23*01,IGHJ5*02_F,57,221,2,3,6,0,0,18,0,2
IGHV3-33*06,IGHD3-3*01,IGHJ6*03_F,75,239,0,5,0,3,0,8,1,1
IGHV3-66*03,IGHD2-15*01,IGHJ4*02_F,57,218,0,15,0,0,0,5,8,4
IGHV3-73*02,IGHD3-10*01,IGHJ4*02_F,57,227,0,0,12,5,0,6,9,1
IGHV3-23*04,IGHD2-2*03,IGHJ5*02_F,57,221,1,4,6,2,0,4,4,5
IGHV3-64*91,IGHD3-22*01,IGHJ4*02_F,57,221,0,2,8,0,0,7,1,1
IGHV1-3*01,IGHD3-10*01,IGHJ1*01_F,57,221,1,8,0,15,0,8,10,1
IGHV3-7*03,IGHD2/OR15-2b*01,IGHJ3*02_F,69,233,0,0,0,4,0,9,3,1
IGHV3-53*03,IGHD1-26*01,IGHJ4*02_F,57,218,0,0,5,0,0,4,10,1
IGHV3-11*01,IGHD3-3*02,IGHJ5*02_F,39,203,0,2,16,6,0,1,0,1
IGHV3-23*04,IGHD2-15*01,IGHJ4*02_F,57,221,0,8,0,5,0,7,4,1
IGHV3-23*04,IGHD2-15*01,IGHJ6*03_F,57,221,3,1,16,1,0,4,0,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,75,239,0,1,0,0,0,13,4,2
IGHV3-21*03,IGHD3-3*01,IGHJ4*02_F,45,209,0,4,9,7,0,0,6,1
IGHV3-71*03,IGHD2-15*01,IGHJ4*02_F,57,227,0,0,7,4,0,4,5,1
IGHV3-64*04,IGHD5/OR15-5b*01,IGHJ3*02_F,57,221,0,0,0,1,0,5,0,1
IGHV3-19*01,IGHD1-26*01,IGHJ6*03_F,57,221,1,7,3,5,0,4,6,2
IGHV3-53*04,IGHD1-1*01,IGHJ6*02_F,57,218,3,2,0,5,0,6,1,18
IGHV1-69*13,IGHD1-14*01,IGHJ3*02_F,45,209,1,7,0,0,0,0,6,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,5,10,1,0,12,2,1
IGHV3-9*91,IGHD2-21*02,IGHJ3*02_F,66,230,1,1,0,3,0,6,5,2
IGHV4-61*02,IGHD2-15*01,IGHJ4*02_F,69,236,1,7,1,0,0,11,8,2
IGHV3-NL1*01,IGHD5-24*01,IGHJ6*03_F,57,221,1,7,1,0,0,0,3,1
IGHV3-64*04,IGHD2-8*01,IGHJ4*02_F,57,221,1,1,11,5,0,16,0,1
IGHV1-69*13,IGHD5-12*01,IGHJ5*02_F,45,209,0,8,2,17,0,18,0,1
IGHV3-11*01,IGHD4-17*01,IGHJ3*02_F,45,209,0,2,1,0,0,2,0,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ6*03_F,57,221,1,0,2,6,0,3,0,1
IGHV3-23*04,IGHD6-19*01,IGHJ4*02_F,57,221,0,1,0,0,0,2,7,3
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,6,9,3,0,8,8,1
IGHV3-23*04,IGHD1-26*01,IGHJ6*03_F,69,233,5,1,6,2,0,20,0,2
IGHV3-66*04,IGHD6-19*01,IGHJ3*02_F,57,218,4,0,3,0,0,2,11,1
IGHV3-33*05,IGHD3-10*01,IGHJ6*02_F,57,221,1,7,10,7,0,5,3,1
IGHV3-NL1*01,IGHD2-2*02,IGHJ4*02_F,57,221,0,0,3,4,0,5,0,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,36,200,0,12,0,11,0,4,6,4
IGHV4/OR15-8*03,IGHD3-22*01,IGHJ6*02_F,48,212,0,9,13,17,0,0,13,1
IGHV3-64*02,IGHD6-13*01,IGHJ4*02_F,57,221,2,6,1,0,0,8,9,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ3*01_F,57,221,0,7,3,1,0,5,12,1
IGHV3-h*01,IGHD6-6*01,IGHJ4*02_F,45,206,2,3,1,4,0,3,6,1
IGHV3-h*02,IGHD3-9*01,IGHJ6*02_F,75,236,0,0,6,3,0,7,3,2
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,57,221,0,3,0,0,0,3,8,1
IGHV3-71*01,IGHD2-2*03,IGHJ5*02_F,75,245,0,0,7,2,0,6,16,1
IGHV3-h*02,IGHD3-10*01,IGHJ4*02_F,45,205,0,10,12,0,1,8,0,1
IGHV1-8*91,IGHD3-22*01,IGHJ5*02_F,45,209,0,4,17,1,0,4,1,3
IGHV4-39*06,IGHD4-17*01,IGHJ6*02_F,57,224,2,0,0,5,0,1,4,1
IGHV3-64*04,IGHD4-4*01,IGHJ3*02_F,57,221,0,1,0,4,0,15,1,1
IGHV3-h*02,IGHD6-13*01,IGHJ5*02_F,57,218,0,1,2,5,0,8,5,1
IGHV3-h*02,IGHD7-27*01,IGHJ6*04_F,36,197,0,5,2,11,0,0,0,2
IGHV3-NL1*01,IGHD2-8*02,IGHJ4*02_F,57,221,2,4,0,8,0,8,4,1
IGHV3-53*03,IGHD3-22*01,IGHJ4*02_F,45,206,0,23,0,0,0,4,5,1
IGHV3-66*04,IGHD6-13*01,IGHJ4*02_F,45,206,2,6,1,4,0,8,1,1
IGHV4-61*06,IGHD3-3*02,IGHJ5*02_F,45,140,1,9,8,11,0,6,6,1
IGHV3-23*03,IGHD3-16*02,IGHJ4*02_F,45,209,1,7,13,0,0,1,2,1
IGHV3-23*04,IGHD3-3*02,IGHJ4*02_F,57,221,2,10,1,4,0,6,9,1
IGHV4-59*09,IGHD4-4*01,IGHJ6*02_F,69,158,0,0,0,6,0,3,13,1
IGHV3-64*04,IGHD3-16*02,IGHJ4*02_F,57,221,0,10,16,8,0,12,14,1
IGHV3-64*04,IGHD6-19*01,IGHJ3*02_F,57,221,0,3,3,0,0,9,3,1
IGHV3-23*03,IGHD5-5*01,IGHJ4*02_F,45,209,0,2,8,0,0,0,9,6
IGHV3-66*03,IGHD3-10*01,IGHJ3*02_F,57,218,1,8,3,2,0,3,7,2
IGHV5-51*02,IGHD2-21*02,IGHJ4*02_F,42,206,1,1,13,3,0,4,0,1
IGHV3-23*04,IGHD4/OR15-4b*01,IGHJ6*03_F,57,221,1,6,0,2,0,0,4,1
IGHV3-64*04,IGHD6-25*01,IGHJ6*02_F,57,221,2,3,0,4,0,0,5,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,4,7,0,0,9,0,1
IGHV3-64*04,IGHD2-15*01,IGHJ4*02_F,57,221,0,4,2,5,0,4,5,1
IGHV1-69*05,IGHD2-21*01,IGHJ3*02_F,45,209,4,8,5,1,0,1,6,1
IGHV3-64*04,IGHD3-22*01,IGHJ3*01_F,57,221,1,1,10,1,0,8,1,5
IGHV3-73*02,IGHD3/OR15-3b*01,IGHJ5*02_F,57,227,3,0,5,0,0,3,0,1
IGHV3-64*02,IGHD6-13*01,IGHJ2*01_F,57,221,0,3,4,1,0,6,5,2
IGHV1-18*01,IGHD6-19*01,IGHJ4*02_F,57,221,0,5,0,4,0,14,3,2
IGHV3-33*05,IGHD3-16*02,IGHJ6*03_F,57,221,0,17,6,5,0,5,0,1
IGHV3-30*15,IGHD3-10*01,IGHJ5*02_F,57,221,0,2,9,11,0,10,7,1
IGHV3-66*03,IGHD3-22*01,IGHJ4*02_F,57,218,0,4,4,1,0,4,3,1
IGHV3-30*15,IGHD3/OR15-3b*01,IGHJ4*02_F,57,221,0,12,10,4,0,4,20,1
IGHV3-23*04,IGHD5-5*01,IGHJ4*02_F,57,221,0,2,0,1,0,10,2,1
IGHV3-23*04,IGHD6-19*01,IGHJ6*03_F,57,221,2,7,2,5,0,5,4,1
IGHV4-59*10,IGHD2-21*01,IGHJ4*02_F,45,206,1,13,2,0,0,5,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,57,221,1,3,10,4,0,1,0,5
IGHV3-NL1*01,IGHD6-19*01,IGHJ2*01_F,57,221,0,0,3,3,0,7,2,1
IGHV3-33*05,IGHD2-15*01,IGHJ4*02_F,57,221,3,1,7,1,0,10,0,1
IGHV3-64*04,IGHD2-2*03,IGHJ4*02_F,57,221,0,4,4,6,0,12,0,1
IGHV3-23*04,IGHD2-8*02,IGHJ6*03_F,57,221,8,16,8,4,0,11,8,1
IGHV3-64*04,IGHD2-15*01,IGHJ6*02_F,57,221,0,9,9,2,0,3,0,1
IGHV3-30*05,IGHD3-3*01,IGHJ6*03_F,57,221,4,4,8,14,1,14,0,1
IGHV3-64*04,IGHD4-4*01,IGHJ6*03_F,57,221,1,0,5,0,0,4,0,1
IGHV3-66*03,IGHD2-2*03,IGHJ3*02_F,57,218,2,4,6,9,0,9,8,1
IGHV3-30*15,IGHD5-12*01,IGHJ4*02_F,45,209,0,2,9,2,0,3,4,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ4*02_F,57,221,0,7,0,0,0,3,5,8
IGHV3-64*04,IGHD6-13*01,IGHJ6*02_F,57,221,0,9,0,5,0,6,1,1
IGHV3-49*05,IGHD6-19*01,IGHJ1*01_F,57,227,2,3,3,0,0,2,10,4
IGHV3-64*04,IGHD2-21*02,IGHJ4*02_F,57,221,0,2,12,4,0,3,16,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ4*02_F,57,221,0,2,1,4,0,13,3,1
IGHV3-33*05,IGHD6-19*01,IGHJ4*02_F,57,221,0,5,0,0,0,0,13,4
IGHV3-53*01,IGHD3-22*01,IGHJ4*02_F,57,218,1,4,5,7,0,8,7,1
IGHV3-64*04,IGHD6-13*01,IGHJ6*02_F,57,221,2,2,2,3,0,2,0,1
IGHV3-66*03,IGHD5-5*01,IGHJ6*02_F,57,218,0,0,5,5,0,1,3,1
IGHV3-64*04,IGHD2-8*02,IGHJ4*02_F,57,221,3,0,7,4,0,6,6,1
IGHV3-NL1*01,IGHD2/OR15-2b*01,IGHJ4*02_F,57,221,0,2,6,5,0,8,3,5
IGHV3-NL1*01,IGHD1-26*01,IGHJ6*02_F,57,221,0,5,7,7,0,5,8,1
IGHV4/OR15-8*03,IGHD2-15*01,IGHJ6*02_F,69,233,5,9,1,0,0,4,6,1
IGHV3-23*04,IGHD3/OR15-3b*01,IGHJ3*02_F,57,221,1,7,0,2,0,6,0,2
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,2,10,0,0,2,8,1
IGHV3-33*06,IGHD4-17*01,IGHJ6*03_F,57,221,4,1,0,13,0,7,9,1
IGHV3-66*03,IGHD3-10*01,IGHJ3*02_F,57,218,1,10,5,0,0,12,0,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,57,221,0,3,5,0,0,7,9,1
IGHV3-30*13,IGHD2-2*03,IGHJ1*01_F,57,221,1,13,3,3,0,10,4,1
IGHV3-64*04,IGHD1-14*01,IGHJ4*02_F,57,221,0,7,0,7,0,0,26,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,57,221,0,7,1,0,0,5,11,1
IGHV3-64*04,IGHD3-10*01,IGHJ5*02_F,57,221,0,4,13,1,0,7,6,1
IGHV3-64*04,IGHD2-2*03,IGHJ4*02_F,45,209,1,14,7,1,0,9,0,1
IGHV3-23*04,IGHD2-15*01,IGHJ4*02_F,57,221,5,4,6,4,0,11,6,1
IGHV3-23*04,IGHD6-19*01,IGHJ4*02_F,57,221,0,5,4,2,0,11,8,1
IGHV3-NL1*01,IGHD1-26*01,IGHJ4*02_F,45,209,3,0,5,7,0,8,4,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ3*01_F,57,221,3,1,5,1,0,4,2,1
IGHV3-64*04,IGHD3-10*02,IGHJ3*02_F,57,221,0,3,12,0,0,8,4,4
IGHV5-51*02,IGHD5-12*01,IGHJ4*02_F,57,221,0,0,3,6,0,8,7,3
IGHV3-64*04,IGHD3-3*01,IGHJ4*02_F,57,221,0,1,3,4,0,1,5,1
IGHV3-33*06,IGHD4-17*01,IGHJ3*02_F,57,221,0,5,0,2,0,11,7,1
IGHV3-64*04,IGHD6-25*01,IGHJ5*02_F,57,221,1,10,0,2,0,8,13,2
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02_F,57,221,0,6,11,3,0,3,0,2
IGHV3-64*04,IGHD3-10*01,IGHJ2*01_F,57,221,1,7,10,0,0,8,3,2
IGHV3-23*04,IGHD3-16*01,IGHJ5*02_F,57,221,0,18,6,4,0,3,14,1
IGHV3-33*06,IGHD1-26*01,IGHJ4*02_F,57,221,0,4,3,0,0,5,11,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,1,0,8,0,0,7,0,2
IGHV3-64*02,IGHD6-19*01,IGHJ6*03_F,57,221,0,4,5,0,0,2,0,1
IGHV3-66*03,IGHD6-25*01,IGHJ4*02_F,57,218,0,4,0,3,0,2,16,1
IGHV3-23*04,IGHD3-9*01,IGHJ4*02_F,57,221,1,1,5,1,0,5,1,1
IGHV3-NL1*01,IGHD5/OR15-5b*01,IGHJ5*02_F,57,221,0,2,13,1,0,19,0,1
IGHV3-23*04,IGHD5-24*01,IGHJ5*02_F,57,221,0,0,2,11,0,11,8,4
IGHV3-23*04,IGHD2-21*01,IGHJ1*01_F,57,221,0,5,4,8,0,4,10,3
IGHV1-69*13,IGHD1-26*01,IGHJ3*02_F,45,209,4,6,6,3,0,5,9,1
IGHV3-66*03,IGHD3-16*01,IGHJ6*02_F,57,218,0,28,2,6,0,12,1,1
IGHV3-NL1*01,IGHD5-24*01,IGHJ6*03_F,57,221,0,10,2,6,0,12,0,6
IGHV3-15*07,IGHD3-22*01,IGHJ4*02_F,45,215,0,8,9,6,0,8,1,1
IGHV3-h*01,IGHD3/OR15-3b*01,IGHJ6*03_F,45,206,2,10,14,10,0,7,0,1
IGHV3-64*04,IGHD3-16*01,IGHJ2*01_F,57,221,0,15,6,5,0,0,13,4
IGHV3-64*04,IGHD5/OR15-5b*01,IGHJ6*03_F,57,221,3,15,2,0,0,11,0,1
IGHV3-23*04,IGHD2-8*01,IGHJ5*02_F,57,221,2,13,4,1,0,11,4,1
IGHV3-15*07,IGHD2-21*01,IGHJ4*02_F,54,224,3,8,0,0,0,5,4,1
IGHV3-73*02,IGHD3-22*01,IGHJ6*02_F,57,227,0,1,11,6,0,1,0,1
IGHV1-69*13,IGHD3-16*01,IGHJ2*01_F,45,209,0,14,7,5,0,1,0,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,57,221,1,3,7,4,0,11,2,4
IGHV3-23*02,IGHD3-22*01,IGHJ4*02_F,36,200,0,10,10,9,0,4,2,1
IGHV3-53*04,IGHD3-10*02,IGHJ3*01_F,45,206,0,13,11,0,0,6,3,1
IGHV3-23*04,IGHD6-19*01,IGHJ6*02_F,57,221,0,6,0,6,0,2,3,1
IGHV3-49*05,IGHD5/OR15-5b*01,IGHJ5*02_F,57,227,1,3,3,8,0,0,18,2
IGHV3-23*04,IGHD6-13*01,IGHJ2*01_F,72,236,0,0,0,0,0,12,6,1
IGHV3-NL1*01,IGHD5/OR15-5b*01,IGHJ6*02_F,57,221,1,2,16,5,0,15,0,1
IGHV3-23*04,IGHD2-2*03,IGHJ4*02_F,72,236,0,5,7,7,0,1,31,1
IGHV3-23*04,IGHD1/OR15-1b*01,IGHJ4*02_F,57,221,1,1,1,6,0,21,0,1
IGHV4/OR15-8*03,IGHD5-24*01,IGHJ6*02_F,72,236,3,5,4,7,0,19,9,2
IGHV3-NL1*01,IGHD3-16*01,IGHJ6*03_F,57,221,4,17,8,6,0,7,5,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,57,221,3,3,3,3,0,12,8,1
IGHV4-30-4*06,IGHD3-9*01,IGHJ6*03_F,72,167,5,9,0,0,0,0,12,1
IGHV3-53*02,IGHD6-19*01,IGHJ4*02_F,45,206,0,4,0,4,0,3,3,1
IGHV4-59*09,IGHD2-15*01,IGHJ6*02_F,81,170,0,4,1,5,0,1,16,2
IGHV3-33*06,IGHD2-2*03,IGHJ6*03_F,57,221,1,12,2,6,0,3,1,1
IGHV3-23*04,IGHD3/OR15-3b*01,IGHJ6*03_F,75,239,1,3,11,4,0,16,4,1
IGHV3-23*03,IGHD6-13*01,IGHJ4*02_F,36,200,1,7,4,0,0,1,0,1
IGHV1/OR15-2*03,IGHD3-3*01,IGHJ1*01_F,57,221,4,0,6,0,0,4,0,2
IGHV3-NL1*01,IGHD4-4*01,IGHJ6*03_F,57,221,0,0,2,1,0,0,1,1
IGHV3-23*04,IGHD2-15*01,IGHJ2*01_F,75,239,2,0,1,0,0,11,3,1
IGHV4-61*08,IGHD1-1*01,IGHJ6*03_F,57,224,3,4,6,3,0,13,0,1
IGHV3-33*05,IGHD1-26*01,IGHJ4*02_F,45,209,0,7,3,5,0,6,6,1
IGHV3-64*04,IGHD5/OR15-5b*01,IGHJ3*02_F,36,200,0,11,6,1,0,1,0,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ5*02_F,57,221,1,0,0,2,0,2,6,1
IGHV3-64*04,IGHD6-19*01,IGHJ6*02_F,57,221,1,5,2,0,0,0,1,1
IGHV3-53*02,IGHD1-26*01,IGHJ6*02_F,57,218,1,7,3,7,0,9,5,1
IGHV3-64*04,IGHD3-10*01,IGHJ3*02_F,57,221,3,7,8,0,0,4,10,4
IGHV1-18*01,IGHD3-22*01,IGHJ4*02_F,51,215,0,2,5,6,0,2,3,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,1,19,0,1,0,1,18,2
IGHV3-9*02,IGHD2-2*03,IGHJ5*02_F,87,251,0,4,0,3,0,14,16,1
IGHV3-53*04,IGHD5/OR15-5b*01,IGHJ6*03_F,57,218,1,7,0,1,0,0,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,3,9,5,0,15,0,2
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*03_F,57,221,1,6,12,0,0,1,1,1
IGHV3-23*04,IGHD6-13*01,IGHJ6*02_F,57,221,0,2,3,7,0,2,3,1
IGHV1-69*05,IGHD2-21*02,IGHJ2*01_F,45,209,0,10,5,7,0,8,0,2
IGHV3-30*15,IGHD6-25*01,IGHJ6*03_F,45,209,0,0,15,2,0,1,0,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ5*02_F,57,221,1,1,6,2,0,2,3,1
IGHV3-66*04,IGHD2-2*03,IGHJ4*01_F,57,218,2,3,9,3,0,0,15,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ4*02_F,57,221,0,1,0,0,0,0,10,1
IGHV5-a*02,IGHD5-12*01,IGHJ6*03_F,72,235,2,0,5,3,0,16,0,1
IGHV3-NL1*01,IGHD5/OR15-5b*01,IGHJ4*02_F,57,221,0,1,2,4,0,6,7,2
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,45,209,8,6,5,3,0,8,10,3
IGHV3-66*03,IGHD3-10*01,IGHJ4*02_F,57,218,0,10,0,6,0,11,3,1
IGHV3-33*06,IGHD1-26*01,IGHJ6*03_F,57,221,0,5,0,8,0,1,6,1
IGHV3-33*06,IGHD3-3*01,IGHJ4*02_F,45,209,0,4,7,6,0,3,0,1
IGHV3-53*01,IGHD5-5*01,IGHJ4*02_F,57,218,0,0,10,0,0,15,4,1
IGHV3-NL1*01,IGHD6-25*01,IGHJ4*02_F,57,221,0,6,2,0,0,16,3,1
IGHV3-23*04,IGHD6-19*01,IGHJ5*02_F,57,221,1,1,4,0,0,2,9,1
IGHV3-h*01,IGHD6-19*01,IGHJ4*02_F,39,200,0,8,0,6,0,0,4,1
IGHV3-23*04,IGHD1-26*01,IGHJ4*02_F,57,221,4,0,4,0,0,12,5,3
IGHV3-73*02,IGHD6-19*01,IGHJ5*02_F,45,215,1,6,3,4,0,2,5,2
IGHV4-b*02,IGHD1-20*01,IGHJ4*02_F,45,209,1,0,0,5,0,2,6,1
IGHV1-3*01,IGHD3-10*02,IGHJ6*02_F,45,209,3,12,10,4,0,1,0,2
IGHV3-NL1*01,IGHD1-26*01,IGHJ4*02_F,57,221,0,0,0,5,0,8,6,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,2,2,0,8,0,4,6,1
IGHV3-23*04,IGHD3-16*01,IGHJ4*02_F,57,221,2,13,5,5,0,2,15,2
IGHV1-8*91,IGHD6-13*01,IGHJ4*02_F,57,221,0,1,3,0,0,2,10,1
IGHV4-34*13,IGHD6-25*01,IGHJ4*03_F,45,133,0,0,3,0,3,4,0,1
IGHV4-30-4*06,IGHD3-22*01,IGHJ3*02_F,54,149,0,10,7,0,0,7,3,1
IGHV1-46*02,IGHD3/OR15-3b*01,IGHJ6*03_F,57,221,1,5,9,8,0,3,3,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ4*02_F,57,221,0,7,4,2,0,2,3,1
IGHV3-64*04,IGHD5-12*01,IGHJ6*02_F,57,221,1,9,5,0,0,6,0,2
IGHV3-23*04,IGHD2-15*01,IGHJ6*02_F,57,221,1,12,3,2,0,0,1,1
IGHV3-23*04,IGHD1-26*01,IGHJ4*02_F,45,209,1,1,2,5,0,6,0,6
IGHV1-69*05,IGHD3-16*01,IGHJ4*02_F,45,209,0,19,4,4,0,0,9,1
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,57,221,2,3,14,3,0,14,0,1
IGHV3-64*04,IGHD6-19*01,IGHJ5*02_F,57,221,0,0,3,1,0,1,8,1
IGHV3-NL1*01,IGHD3-10*02,IGHJ3*02_F,57,221,1,14,0,1,0,5,8,1
IGHV3-48*02,IGHD2-2*02,IGHJ6*03_F,69,233,1,4,2,2,0,4,0,1
IGHV1-18*01,IGHD6-19*01,IGHJ6*02_F,57,221,0,6,5,1,0,4,1,1
IGHV3-72*01,IGHD1-26*01,IGHJ4*02_F,39,209,0,7,4,11,0,6,7,1
IGHV1-3*02,IGHD4-23*01,IGHJ4*02_F,45,209,3,8,3,2,0,11,3,1
IGHV3-33*02,IGHD6-25*01,IGHJ3*02_F,57,221,0,4,4,4,0,1,20,1
IGHV3-64*04,IGHD3-10*01,IGHJ2*01_F,57,221,0,8,8,1,0,2,8,1
IGHV3-h*01,IGHD5/OR15-5b*01,IGHJ2*01_F,39,200,3,8,7,10,0,1,10,1
IGHV3-23*04,IGHD3-3*01,IGHJ3*02_F,57,221,0,4,10,1,0,6,5,1
IGHV5-51*02,IGHD3-3*01,IGHJ6*03_F,72,236,0,6,3,4,0,9,2,4
IGHV3-23*04,IGHD3-3*02,IGHJ4*02_F,57,221,0,13,2,2,0,0,15,1
IGHV3-64*04,IGHD3-16*02,IGHJ2*01_F,57,221,1,11,14,1,0,2,12,1
IGHV3-23*04,IGHD6-19*01,IGHJ3*01_F,57,221,2,0,0,1,0,5,4,3
IGHV3-20*01,IGHD3-10*01,IGHJ6*03_F,57,221,3,7,11,10,0,8,6,2
IGHV3-64*04,IGHD3-10*01,IGHJ6*03_F,57,221,3,1,11,6,0,4,0,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ4*02_F,57,221,4,18,6,6,0,2,24,1
IGHV3-23*04,IGHD5-12*01,IGHJ6*04_F,57,221,3,4,0,4,0,2,0,1
IGHV3-23*04,IGHD2-21*02,IGHJ3*02_F,57,221,4,10,5,0,0,8,10,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,6,7,4,0,7,8,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ3*02_F,57,221,0,0,3,0,0,4,5,3
IGHV3-30*15,IGHD3-10*01,IGHJ4*02_F,57,221,0,9,9,0,0,7,9,4
IGHV4-61*02,IGHD2-2*02,IGHJ6*02_F,69,236,1,0,6,1,0,1,2,1
IGHV3-h*02,IGHD7-27*01,IGHJ4*02_F,36,197,0,2,2,4,0,4,1,1
IGHV3-7*03,IGHD3-16*02,IGHJ6*03_F,36,200,7,27,2,9,0,0,1,1
IGHV1-8*91,IGHD5-5*01,IGHJ6*03_F,75,239,4,2,4,3,0,16,9,2
IGHV3-9*91,IGHD6-13*01,IGHJ6*02_F,45,209,3,6,4,9,0,1,0,1
IGHV3-23*04,IGHD2-2*03,IGHJ5*02_F,57,221,6,1,1,10,0,10,3,1
IGHV3-64*04,IGHD3-3*02,IGHJ6*03_F,57,221,1,7,17,0,0,8,0,2
IGHV3-53*02,IGHD5-24*01,IGHJ4*02_F,45,206,2,8,4,9,0,22,0,2
IGHV3-23*04,IGHD3-10*01,IGHJ5*02_F,57,221,1,1,7,4,0,4,4,5
IGHV3-33*05,IGHD3-22*01,IGHJ4*02_F,57,221,0,2,9,2,0,11,0,1
IGHV3-NL1*01,IGHD1-26*01,IGHJ6*02_F,57,221,0,5,4,6,0,9,0,1
IGHV1-69*05,IGHD6-19*01,IGHJ4*02_F,45,209,1,9,1,5,0,10,4,1
IGHV3-NL1*01,IGHD3-16*01,IGHJ4*02_F,36,200,2,21,7,8,0,8,1,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ6*02_F,36,200,1,6,4,17,1,1,0,1
IGHV3-66*03,IGHD1-7*01,IGHJ4*02_F,57,218,0,5,0,1,0,6,12,1
IGHV4-61*03,IGHD4-23*01,IGHJ4*02_F,45,212,0,7,0,1,0,4,2,1
IGHV3-23*04,IGHD4-23*01,IGHJ4*02_F,57,221,3,1,2,2,0,7,11,1
IGHV3-30*15,IGHD3-9*01,IGHJ4*02_F,75,240,4,1,10,7,0,17,21,1
IGHV3-23*04,IGHD2-8*02,IGHJ6*02_F,57,221,1,6,12,0,0,1,1,1
